tartr_L_c,0.0,0.9321670120558392,0.9321670120558392
tartr_D_c,0.0,0.9321670120558385,0.9321670120558385
mal_D_c,0.0,0.9321670120558405,0.9321670120558405
RIBITOL_c,0.0,0.932167012055839,0.932167012055839
SORBITOL_c,0.0,0.9321670120558412,0.9321670120558412
CPD__45__335_c,0.0,0.9321670120558379,0.9321670120558379
ETHYLACETATE_c,0.0,0.9321670120558401,0.9321670120558401
BENZOATE_c,0.0,0.9321670120558492,0.9321670120558492
COUMARIN_c,0.0,0.9321670120558401,0.9321670120558401
CPD__45__13346_c,0.0,0.9321670120558432,0.9321670120558432
CPD__45__7035_c,0.0,0.9321670120558405,0.9321670120558405
CPD__45__1092_c,0.0,0.9321670120558412,0.9321670120558412
BENZALDEHYDE_c,0.0,0.9321670120558396,0.9321670120558396
3hpp_c,0.47624965793734375,0.9321670120558384,0.9573074678795379
phenol_c,0.0,0.9321670120558396,0.9321670120558396
ANILINE_c,0.0,0.9321670120558487,0.9321670120558487
GERANIAL_c,0.0,0.9321670120558427,0.9321670120558427
CPD__45__347_c,0.0,0.9321670120558391,0.9321670120558391
4crsol_c,0.18617955434714065,0.9321695917719087,4.006831147709346
hqn_c,0.0,0.9321670120558412,0.9321670120558412
ACETONE_c,0.0,0.9321670120558367,0.9321670120558367
GERANIOL_c,0.0,0.9321670120558403,0.9321670120558403
BUTANOL_c,0.0,0.9321670120558425,0.9321670120558425
CPD__45__7032_c,0.0,0.93216701205584,0.93216701205584
PROPANOL_c,0.0,0.9321670120558391,0.9321670120558391
ISO__45__PROPANOL_c,0.0,0.9321670120558416,0.9321670120558416
CPD__45__6442_c,0.0,0.9321670120558354,0.9321670120558354
VANILLIN_c,0.0,0.9321670120558403,0.9321670120558403
ETHYLENE__45__CMPD_c,0.0,0.9321670120558362,0.9321670120558362
CPD__45__19003_c,0.0,0.9321670120558325,0.9321670120558325
GLYCOL_c,0.0,0.9321670120558361,0.9321670120558361
oxa_c,0.0,0.9321670120558402,0.9321670120558402
CPD__45__844_c,0.0,0.8331249332593164,0.8331249332593164
CPD__45__845_c,0.0,0.9321670120558349,0.9321670120558349
tyr_L_c,0.7816377478144623,0.93216701205584,0.1925818765307492
METHYLAMINE_c,0.0,0.9321670120558414,0.9321670120558414
phe_L_c,0.7492622197984784,0.9321670120558413,0.24411319218331462
glyc_c,0.7153972607115402,0.9321670120558387,0.3030061243576716
lac_L_c,0.796387181738141,0.9321670120558387,0.1704947460622781
12ppd_R_c,0.6395230398806254,0.9321670120558407,0.4575972309454883
12ppd_S_c,0.6395230398806244,0.9321670120558393,0.4575972309454883
ghb_c,0.7383906400126214,0.9321670120558397,0.2624306993380985
3mop_c,0.7386371681415934,0.93216701205584,0.2620093494633724
pro_L_c,0.7856842553853359,0.9321670120558405,0.18643972520317686
lys_L_c,0.7386371681415945,0.9321670120558385,0.2620093494633686
gly_c,0.7808545293649943,0.9321670089748328,0.19377806482455662
15dap_c,0.6210267857142878,0.9321670120558364,0.501009350158196
thr_L_c,0.7949142857142839,0.9321670120558379,0.17266355481109907
2obut_c,0.794914285714286,0.9321670120558372,0.17266355481109508
fru_c,0.8785894736842088,0.9321670120558402,0.060981311495758694
4mop_c,0.757088498001534,0.9321670120558396,0.23125237606495896
glu_L_c,0.9141134125156247,0.9321670089748307,0.019749843085140606
ac_c,0.904813082977444,0.9321670120558366,0.030231579972716416
ala_L_c,0.9283568185167661,0.9321670120558394,0.004104233914240973
succ_c,0.9321632408117103,0.932167012055841,4.045690674692182e-06
asp_L_c,0.9321632408117173,0.9321670120558402,4.045690666254487e-06
for_c,0.932163240811717,0.9321670120558384,4.0456906647001745e-06
ser_L_c,0.932163240811718,0.93216701205584,4.045690665366308e-06
ascb_L_p,0.0,0.0,0.0
acald_c,0.7273987529818688,0.9321670120558389,0.2815075750880123
fum_c,0.9321632408117161,0.9321670120558402,4.045690667586754e-06
ala_D_c,0.9283568185167658,0.9321670120558408,0.00410423391424275
3mob_c,0.8431212818653474,0.9321670120558397,0.1056143785073067
mal_L_c,0.9321632408117162,0.9321670089748318,4.042385443492336e-06
cit_c,0.9321632408117189,0.9321670089748331,4.042385441938023e-06
ppa_c,0.795971265536935,0.9321670120558412,0.17110636076420827
glu_D_c,0.9141134125156247,0.9321670120558383,0.01974984645562783
lac_D_c,0.9283568185167657,0.9321670120558387,0.004104233914240751
glcn_c,0.9172087912087925,0.9321670120558403,0.016308414169618146
acon_C_c,0.9321632408117152,0.9321670120558405,4.045690668919022e-06
etoh_c,0.618904545677844,0.9321670120558396,0.5061563508713618
ser_D_c,0.9321632408117171,0.932167012055839,4.045690665366308e-06
glcr_c,0.0,0.0,0.0
NAPHTHALENE_c,0.0,0.0,0.0
TOLUENE_c,0.0,0.0,0.0
ACROLEIN_c,0.0,0.0,0.0
CPD__45__109_c,0.0,0.0,0.0
ACRYLAMIDE_c,0.0,0.0,0.0
CPD__45__623_c,0.0,0.0,0.0
_2__45__AMINOPHENOL_c,0.0,0.0,0.0
CPD__45__258_c,0.0,0.0,0.0
ACRYLONITRILE_c,0.0,0.0,0.0
THIOGLYCOLATE_c,0.0,0.0,0.0
_4__45__NITROANILINE_c,0.0,0.0,0.0
CPD__45__681_c,0.0,0.0,0.0
acon_T_c,0.932163240811717,0.9321670089748333,4.0423854441584695e-06
PENTACHLOROPHENOL_c,0.0,0.0,0.0
CPD__45__614_c,0.0,0.0,0.0
ADIPATE_c,0.0,0.0,0.0
CPD__45__883_c,0.0,0.0,0.0
TETRACHLOROETHENE_c,0.0,0.0,0.0
